"‹¯¨""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Mounting Type,Operating Temperature,Applications,Ratings,Package / Case,Size / Dimension,Height - Seated (Max),Thickness (Max),Lead Spacing,Features,Lead Style,Column1
http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM219F51E224ZA01-01.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1728-1-ND,GRM219F51E224ZA01D,Murata Electronics North America,CAP CER 0.22UF 25V Y5V 0805,18514,0,0.19,0,1,Cut Tape (CT),GRM,0.22uF,"-20%, +80%",25V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21A%29.jpg,490-6461-1-ND,GRM21AR72A224KAC5L,Murata Electronics North America,CAP CER 0.22UF 100V 10% X7R 0805,5958,0,0.34,0,1,Cut Tape (CT),GRM,0.22uF,¶ñ10%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.039"" (1.00mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1684-1-ND,GRM219R71C224KA01D,Murata Electronics North America,CAP CER 0.22UF 16V 10% X7R 0805,458,0,0.17,0,1,Cut Tape (CT),GRM,0.22uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM219F51C224ZA01-01.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1735-1-ND,GRM219F51C224ZA01D,Murata Electronics North America,CAP CER 0.22UF 16V Y5V 0805,0,0,Call,0,1,Cut Tape (CT),GRM,0.22uF,"-20%, +80%",16V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1675-1-ND,GRM219R71E224KA01D,Murata Electronics North America,CAP CER 0.22UF 25V 10% X7R 0805,0,0,Call,0,1,Cut Tape (CT),GRM,0.22uF,¶ñ10%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://search.murata.co.jp/Ceramy/image/img/A01X/partnumbering_e_01.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1693-1-ND,GRM216R71A224KC01D,Murata Electronics North America,CAP CER 0.22UF 10V 10% X7R 0805,0,0,Call,0,10,Cut Tape (CT),GRM,0.22uF,¶ñ10%,10V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1676-1-ND,GRM219R71E274KA01D,Murata Electronics North America,CAP CER 0.27UF 25V 10% X7R 0805,12458,0,0.35,0,1,Cut Tape (CT),GRM,0.27uF,¶ñ10%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1677-1-ND,GRM21BR71E334KA01L,Murata Electronics North America,CAP CER 0.33UF 25V 10% X7R 0805,134638,0,0.26,0,1,Cut Tape (CT),GRM,0.33uF,¶ñ10%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-3327-1-ND,GRM219R71H334KA88D,Murata Electronics North America,CAP CER 0.33UF 50V 10% X7R 0805,81868,0,0.35,0,1,Cut Tape (CT),GRM,0.33uF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-8305-1-ND,GRM219R71H334KA88J,Murata Electronics North America,CAP CER 0.33UF 50V 10% X7R 0805,13366,0,0.35,0,1,Cut Tape (CT),GRM,0.33uF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21A%29.jpg,490-6462-1-ND,GRM21AR72A334KAC5L,Murata Electronics North America,CAP CER 0.33UF 100V 10% X7R 0805,198844,0,0.47,0,1,Cut Tape (CT),GRM,0.33uF,¶ñ10%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.039"" (1.00mm)",-,-,-,
http://psearch.murata.com/capacitor/product/GRM21BR71C334KA01%23.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-9752-1-ND,GRM21BR71C334KA01L,Murata Electronics North America,CAP CER 0.33UF 16V 10% X7R 0805,5886,0,0.25,0,1,Cut Tape (CT),GRM,0.33uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM219F51C334ZA01-01.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1736-1-ND,GRM219F51C334ZA01D,Murata Electronics North America,CAP CER 0.33UF 16V Y5V 0805,372,0,0.3,0,1,Cut Tape (CT),GRM,0.33uF,"-20%, +80%",16V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1729-1-ND,GRM21BF51E334ZA01L,Murata Electronics North America,CAP CER 0.33UF 25V Y5V 0805,0,0,Call,0,10,Cut Tape (CT),GRM,0.33uF,"-20%, +80%",25V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://search.murata.co.jp/Ceramy/image/img/A01X/partnumbering_e_01.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1694-1-ND,GRM216R71A334KC01D,Murata Electronics North America,CAP CER 0.33UF 10V 10% X7R 0805,0,0,Call,0,10,Cut Tape (CT),GRM,0.33uF,¶ñ10%,10V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1679-1-ND,GRM21BR71E394KA01L,Murata Electronics North America,CAP CER 0.39UF 25V 10% X7R 0805,10,0,0.46,0,1,Cut Tape (CT),GRM,0.39uF,¶ñ10%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-3328-1-ND,GRM21BR71H474KA88L,Murata Electronics North America,CAP CER 0.47UF 50V 10% X7R 0805,303540,0,0.31,0,1,Cut Tape (CT),GRM,0.47uF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,onhand
http://media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/GRM21BR72A474KA73.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-3326-1-ND,GRM21BR72A474KA73L,Murata Electronics North America,CAP CER 0.47UF 100V 10% X7R 0805,5489,0,0.59,0,1,Cut Tape (CT),GRM,0.47uF,¶ñ10%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM216F51E474ZA01-01.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-3346-1-ND,GRM216F51E474ZA01D,Murata Electronics North America,CAP CER 0.47UF 25V Y5V 0805,20644,0,0.22,0,1,Cut Tape (CT),GRM,0.47uF,"-20%, +80%",25V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-8319-1-ND,GRM21BR71H474KA88K,Murata Electronics North America,CAP CER 0.47UF 50V 10% X7R 0805,11758,0,0.38,0,1,Cut Tape (CT),GRM,0.47uF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-3333-1-ND,GRM21BR71C474KA01L,Murata Electronics North America,CAP CER 0.47UF 16V 10% X7R 0805,44331,0,0.37,0,1,Cut Tape (CT),GRM,0.47uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1730-1-ND,GRM21BF51E474ZA01L,Murata Electronics North America,CAP CER 0.47UF 25V Y5V 0805,32134,0,0.26,0,1,Cut Tape (CT),GRM,0.47uF,"-20%, +80%",25V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://psearch.murata.com/capacitor/product/GRM21BR71E474KA01%23.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-9753-1-ND,GRM21BR71E474KA01L,Murata Electronics North America,CAP CER 0.47UF 25V 10% X7R 0805,2790,0,0.37,0,1,Cut Tape (CT),GRM,0.47uF,¶ñ10%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1737-1-ND,GRM21BF51C474ZA01L,Murata Electronics North America,CAP CER 0.47UF 16V Y5V 0805,0,0,Call,0,1,Cut Tape (CT),GRM,0.47uF,"-20%, +80%",16V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1680-1-ND,GRM21BR71E474KC01L,Murata Electronics North America,CAP CER 0.47UF 25V 10% X7R 0805,0,0,Call,0,1,Cut Tape (CT),GRM,0.47uF,¶ñ10%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1681-1-ND,GRM21BR71E474MA01L,Murata Electronics North America,CAP CER 0.47UF 25V 20% X7R 0805,0,0,Call,0,1,Cut Tape (CT),GRM,0.47uF,¶ñ20%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1685-1-ND,GRM219R71C474KC01D,Murata Electronics North America,CAP CER 0.47UF 16V 10% X7R 0805,0,0,Call,0,1,Cut Tape (CT),GRM,0.47uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1686-1-ND,GRM219R71C474MA01D,Murata Electronics North America,CAP CER 0.47UF 16V 20% X7R 0805,0,0,Call,0,1,Cut Tape (CT),GRM,0.47uF,¶ñ20%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-5892-1-ND,GRM219R71C564KA01D,Murata Electronics North America,CAP CER 0.56UF 16V 10% X7R 0805,14130,0,0.32,0,1,Cut Tape (CT),GRM,0.56uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1687-1-ND,GRM219R71C564KC01D,Murata Electronics North America,CAP CER 0.56UF 16V 10% X7R 0805,0,0,Call,0,1,Cut Tape (CT),GRM,0.56uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-4741-1-ND,GRM219R71C684KA01D,Murata Electronics North America,CAP CER 0.68UF 16V 10% X7R 0805,30751,0,0.26,0,1,Cut Tape (CT),GRM,0.68uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-6454-1-ND,GRM219R71E684KA88D,Murata Electronics North America,CAP CER 0.68UF 25V 10% X7R 0805,11036,0,0.33,0,1,Cut Tape (CT),GRM,0.68uF,¶ñ10%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1738-1-ND,GRM21BF51C684ZA01L,Murata Electronics North America,CAP CER 0.68UF 16V Y5V 0805,79,0,0.4,0,1,Cut Tape (CT),GRM,0.68uF,"-20%, +80%",16V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1689-1-ND,GRM219R71C684MA01D,Murata Electronics North America,CAP CER 0.68UF 16V 20% X7R 0805,0,0,Call,0,10,Cut Tape (CT),GRM,0.68uF,¶ñ20%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-1688-1-ND,GRM219R71C684KC01D,Murata Electronics North America,CAP CER 0.68UF 16V 10% X7R 0805,0,0,Call,0,10,Cut Tape (CT),GRM,0.68uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-8304-1-ND,GRM219R71E824KA88D,Murata Electronics North America,CAP CER 0.82UF 25V 10% X7R 0805,4032,0,0.33,0,1,Cut Tape (CT),GRM,0.82uF,¶ñ10%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-5855-1-ND,GRM21BR71C824KA01L,Murata Electronics North America,CAP CER 0.82UF 16V 10% X7R 0805,12252,0,0.39,0,1,Cut Tape (CT),GRM,0.82uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1690-1-ND,GRM21BR71C824KC01L,Murata Electronics North America,CAP CER 0.82UF 16V 10% X7R 0805,0,0,Call,0,1,Cut Tape (CT),GRM,0.82uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM216R61E105KA12-01.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1700-1-ND,GRM216R61E105KA12D,Murata Electronics North America,CAP CER 1UF 25V 10% X5R 0805,161228,0,0.33,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ10%,25V,X5R,"Surface Mount, MLCC",-55¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-4736-1-ND,GRM21BR71H105KA12L,Murata Electronics North America,CAP CER 1UF 50V 10% X7R 0805,212878,0,0.45,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,onhand
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1695-1-ND,GRM21BR71A105KA01L,Murata Electronics North America,CAP CER 1UF 10V 10% X7R 0805,54746,0,0.19,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ10%,10V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1692-1-ND,GRM21BR71C105MA01L,Murata Electronics North America,CAP CER 1UF 16V 20% X7R 0805,44405,0,0.19,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ20%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-6483-1-ND,GRM21BR71E105KA99K,Murata Electronics North America,CAP CER 1UF 25V 10% X7R 0805,31682,0,0.23,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ10%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-6484-1-ND,GRM21BR71E105KA99L,Murata Electronics North America,CAP CER 1UF 25V 10% X7R 0805,63766,0,0.23,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ10%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-6487-1-ND,GRM21BR71H105MA12L,Murata Electronics North America,CAP CER 1UF 50V 20% X7R 0805,22320,0,0.45,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ20%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,
http://www.murata.com/products/catalog/pdf/c02e.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-8292-1-ND,GRM216C81C105KA12D,Murata Electronics North America,CAP CER 1UF 16V 10% X6S 0805,7705,0,0.33,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ10%,16V,X6S,"Surface Mount, MLCC",-55¶øC ~ 105¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM216R61A105KA01-01.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-8293-1-ND,GRM216R61A105KA01D,Murata Electronics North America,CAP CER 1UF 10V 10% X5R 0805,2725,0,0.33,0,1,Cut Tape (CT),GRM,1.0uF,¶ñ10%,10V,X5R,"Surface Mount, MLCC",-55¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,
http://psearch.murata.com/capacitor/product/GRM219F51E105ZA01%23.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-9694-1-ND,GRM219F51E105ZA01J,Murata Electronics North America,CAP CER 1UF 25V Y5V 0805,19550,0,0.2,0,1,Cut Tape (CT),GRM,1.0uF,"-20%, +80%",25V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
http://psearch.murata.com/capacitor/product/GRM219F51H105ZA01%23.pdf,http://media.digikey.com/Renders/Murata%20Renders/0805%20(2012%20Metric)%20.85mm.jpg,490-9695-1-ND,GRM219F51H105ZA01J,Murata Electronics North America,CAP CER 1UF 50V Y5V 0805,19840,0,0.25,0,1,Cut Tape (CT),GRM,1.0uF,"-20%, +80%",50V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,
