"ï»¿""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Mounting Type,Operating Temperature,Applications,Ratings,Package / Case,Size / Dimension,Height - Seated (Max),Thickness (Max),Lead Spacing,Features,Lead Style,In Adafruit Kit,Common,Orderable,STOCK,Package,Column6
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-6451-1-ND,GRM219R61A225KA01D,Murata Electronics North America,CAP CER 2.2UF 10V 10% X5R 0805,6411,0,0.42,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,10V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1699-1-ND,GRM21BR70J225MA01L,Murata Electronics North America,CAP CER 2.2UF 6.3V 20% X7R 0805,4705,0,0.22,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±20%,6.3V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-10493-1-ND,GRM219D71C225MA12D,Murata Electronics North America,CAP CER 2.2UF 16V 20% X7T 0805,4000,0,0.34,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±20%,16V,X7T,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1704-1-ND,GRM216R61A225KE24D,Murata Electronics North America,CAP CER 2.2UF 10V 10% X5R 0805,2538,0,0.29,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,10V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1743-1-ND,GRM21BF51A225ZA01L,Murata Electronics North America,CAP CER 2.2UF 10V Y5V 0805,2100,0,0.19,0,1,Cut Tape (CT),GRM,2.2ÂuF,"-20%, +80%",10V,Y5V (F),"Surface Mount, MLCC",-30Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-7206-1-ND,GRM219C81E225KE15D,Murata Electronics North America,CAP CER 2.2UF 25V 10% X6S 0805,879,0,0.2,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,25V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1696-1-ND,GRM21BR71A225KA01L,Murata Electronics North America,CAP CER 2.2UF 10V 10% X7R 0805,371,0,0.22,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,10V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-10492-1-ND,GRM219D71C225KA12D,Murata Electronics North America,CAP CER 2.2UF 16V 10% X7T 0805,0,0,0.34,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,16V,X7T,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1627-1-ND,GRM2165C1H202JA01D,Murata Electronics North America,CAP CER 2000PF 50V 5% NP0 0805,72370,0,0.21,0,1,Cut Tape (CT),GRM,2000pF,Â±5%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-6447-1-ND,GRM2165C2A202JA01D,Murata Electronics North America,CAP CER 2000PF 100V 5% NP0 0805,8474,0,0.22,0,1,Cut Tape (CT),GRM,2000pF,Â±5%,100V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1606-1-ND,GRM2165C2A201JA01D,Murata Electronics North America,CAP CER 200PF 100V 5% NP0 0805,69727,0,0.17,0,1,Cut Tape (CT),GRM,200pF,Â±5%,100V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1628-1-ND,GRM2165C1H222JA01D,Murata Electronics North America,CAP CER 2200PF 50V 5% NP0 0805,86586,0,0.19,0,1,Cut Tape (CT),GRM,2200pF,Â±5%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,1,1,STOCK,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-6443-1-ND,GRM2165C1H222FA01D,Murata Electronics North America,CAP CER 2200PF 50V 1% NP0 0805,18411,0,0.34,0,1,Cut Tape (CT),GRM,2200pF,Â±1%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21A%29.jpg,490-3529-1-ND,GRM21AR72E222KW01D,Murata Electronics North America,CAP CER 2200PF 250V 10% X7R 0805,12456,0,0.2,0,1,Cut Tape (CT),GRM,2200pF,Â±10%,250V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.039"" (1.00mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-6448-1-ND,GRM2165C2A222JA01D,Murata Electronics North America,CAP CER 2200PF 100V 5% NP0 0805,12103,0,0.22,0,1,Cut Tape (CT),GRM,2200pF,Â±5%,100V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-9744-1-ND,GRM216R71H222KA01D,Murata Electronics North America,CAP CER 2200PF 50V 10% X7R 0805,11530,0,0.1,0,1,Cut Tape (CT),GRM,2200pF,Â±10%,50V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21A%29.jpg,490-6459-1-ND,GRM21A7U2E222JW31D,Murata Electronics North America,CAP CER 2200PF 250V 5% U2J 0805,11035,0,0.27,0,1,Cut Tape (CT),GRM,2200pF,Â±5%,250V,U2J,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.039"" (1.00mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-6444-1-ND,GRM2165C1H222GA01D,Murata Electronics North America,CAP CER 2200PF 50V 2% NP0 0805,1884,0,0.28,0,1,Cut Tape (CT),GRM,2200pF,Â±2%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21A%29.jpg,490-6458-1-ND,GRM21A7U2E221JW31D,Murata Electronics North America,CAP CER 220PF 250V 5% U2J 0805,5430,0,0.27,0,1,Cut Tape (CT),GRM,220pF,Â±5%,250V,U2J,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.039"" (1.00mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1616-1-ND,GRM2165C1H221JA01D,Murata Electronics North America,CAP CER 220PF 50V 5% NP0 0805,3514,0,0.16,0,1,Cut Tape (CT),GRM,220pF,Â±5%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,1,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1607-1-ND,GRM2165C2A221JA01D,Murata Electronics North America,CAP CER 220PF 100V 5% NP0 0805,3761,0,0.18,0,1,Cut Tape (CT),GRM,220pF,Â±5%,100V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-9743-1-ND,GRM216R71H221KA01D,Murata Electronics North America,CAP CER 220PF 50V 10% X7R 0805,7490,0,0.12,0,1,Cut Tape (CT),GRM,220pF,Â±10%,50V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-1719-1-ND,GRM21BR60J226ME39L,Murata Electronics North America,CAP CER 22UF 6.3V 20% X5R 0805,1071893,0,0.29,0,1,Cut Tape (CT),GRM,22ÂuF,Â±20%,6.3V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-6464-1-ND,GRM21BC80G226ME39L,Murata Electronics North America,CAP CER 22UF 4V 20% X6S 0805,14685,0,0.37,0,1,Cut Tape (CT),GRM,22ÂuF,Â±20%,4V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-6468-1-ND,GRM21BE70G226ME51L,Murata Electronics North America,CAP CER 22UF 4V 20% X7U 0805,12273,0,0.37,0,1,Cut Tape (CT),GRM,22ÂuF,Â±20%,4V,X7U,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-6471-1-ND,GRM21BR60J226ME39K,Murata Electronics North America,CAP CER 22UF 6.3V 20% X5R 0805,8495,0,0.37,0,1,Cut Tape (CT),GRM,22ÂuF,Â±20%,6.3V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-10491-1-ND,GRM219C80E226ME47D,Murata Electronics North America,CAP CER 22UF 2.5V 20% X6S 0805,4000,0,0.38,0,1,Cut Tape (CT),GRM,22ÂuF,Â±20%,2.5V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-9950-1-ND,GRM219R60J226ME47D,Murata Electronics North America,CAP CER 22UF 6.3V 20% X5R 0805,3996,0,0.32,0,1,Cut Tape (CT),GRM,22ÂuF,Â±20%,6.3V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-9959-1-ND,GRM21BD71A226ME44L,Murata Electronics North America,CAP CER 22UF 10V 20% X7T 0805,2388,0,0.55,0,1,Cut Tape (CT),GRM,22ÂuF,Â±20%,10V,X7T,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.057"" (1.45mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-9952-1-ND,GRM219R61C226ME15L,Murata Electronics North America,CAP CER 22UF 16V 20% X5R 0805,236,0,0.49,0,1,Cut Tape (CT),GRM,22ÂuF,Â±20%,16V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.039"" (1.00mm)",-,-,-,,1,1,STOCK,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-9955-1-ND,GRM21BC80J226ME51L,Murata Electronics North America,CAP CER 22UF 6.3V 20% X6S 0805,140,0,0.25,0,1,Cut Tape (CT),GRM,22ÂuF,Â±20%,6.3V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-9951-1-ND,GRM219R61A226MEA0D,Murata Electronics North America,CAP CER 22UF 10V 20% X5R 0805,0,0,0.4,0,1,Cut Tape (CT),GRM,22ÂuF,Â±20%,10V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10511-1-ND,GRM21BR61A226ME51L,Murata Electronics North America,CAP CER 22UF 10V 20% X5R 0805,0,0,0.26,0,1,Cut Tape (CT),GRM,22ÂuF,Â±20%,10V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-9956-1-ND,GRM21BC81C226ME44L,Murata Electronics North America,CAP CER 22UF 16V 20% X6S 0805,0,0,0.55,0,1,Cut Tape (CT),GRM,22ÂuF,Â±20%,16V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.057"" (1.45mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21A%29.jpg,490-5534-1-ND,GRM21A5C2E220JW01D,Murata Electronics North America,CAP CER 22PF 250V 5% NP0 0805,24033,0,0.29,0,1,Cut Tape (CT),GRM,22pF,Â±5%,250V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.039"" (1.00mm)",-,-,-,1,1,1,STOCK,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1629-1-ND,GRM2165C1H242JA01D,Murata Electronics North America,CAP CER 2400PF 50V 5% NP0 0805,39857,0,0.22,0,1,Cut Tape (CT),GRM,2400pF,Â±5%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1608-1-ND,GRM2165C2A241JA01D,Murata Electronics North America,CAP CER 240PF 100V 5% NP0 0805,9488,0,0.2,0,1,Cut Tape (CT),GRM,240pF,Â±5%,100V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-8286-1-ND,GRM2165C1H272JA01J,Murata Electronics North America,CAP CER 2700PF 50V 5% NP0 0805,9285,0,0.22,0,1,Cut Tape (CT),GRM,2700pF,Â±5%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1630-1-ND,GRM2165C1H272JA01D,Murata Electronics North America,CAP CER 2700PF 50V 5% NP0 0805,4104,0,0.22,0,1,Cut Tape (CT),GRM,2700pF,Â±5%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1609-1-ND,GRM2165C2A271JA01D,Murata Electronics North America,CAP CER 270PF 100V 5% NP0 0805,23620,0,0.19,0,1,Cut Tape (CT),GRM,270pF,Â±5%,100V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-9738-1-ND,GRM2165C1H271JA01D,Murata Electronics North America,CAP CER 270PF 50V 5% NP0 0805,2646,0,0.16,0,1,Cut Tape (CT),GRM,270pF,Â±5%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21A%29.jpg,490-5535-1-ND,GRM21A5C2E270JW01D,Murata Electronics North America,CAP CER 27PF 250V 5% NP0 0805,10683,0,0.3,0,1,Cut Tape (CT),GRM,27pF,Â±5%,250V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.039"" (1.00mm)",-,-,-,1,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-3337-1-ND,GRM21BR61C335KA88L,Murata Electronics North America,CAP CER 3.3UF 16V 10% X5R 0805,46882,0,0.38,0,1,Cut Tape (CT),GRM,3.3ÂuF,Â±10%,16V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-8313-1-ND,GRM21BR61E335KA12L,Murata Electronics North America,CAP CER 3.3UF 25V 10% X5R 0805,2900,0,0.42,0,1,Cut Tape (CT),GRM,3.3ÂuF,Â±10%,25V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-6486-1-ND,GRM21BR71E335KA73L,Murata Electronics North America,CAP CER 3.3UF 25V 10% X7R 0805,12231,0,0.56,0,1,Cut Tape (CT),GRM,3.3ÂuF,Â±10%,25V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,,,,
