"ï»¿""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Mounting Type,Operating Temperature,Applications,Ratings,Package / Case,Size / Dimension,Height - Seated (Max),Thickness (Max),Lead Spacing,Features,Lead Style,In Adafruit Kit,Common,Orderable,STOCK,Package,Column6
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-4735-1-ND,GRM219R61A106KE44D,Murata Electronics North America,CAP CER 10UF 10V 10% X5R 0805,37622,0,0.38,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,10V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-7207-1-ND,GRM219R61E106KA12D,Murata Electronics North America,CAP CER 10UF 25V 10% X5R 0805,27108,0,0.26,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,25V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-6470-1-ND,GRM21BR60J106KE19K,Murata Electronics North America,CAP CER 10UF 6.3V 10% X5R 0805,26475,0,0.24,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,6.3V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-6474-1-ND,GRM21BR61C106ME15L,Murata Electronics North America,CAP CER 10UF 16V 20% X5R 0805,19761,0,0.3,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,16V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-8311-1-ND,GRM21BR61A106ME19L,Murata Electronics North America,CAP CER 10UF 10V 20% X5R 0805,19691,0,0.25,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,10V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-6476-1-ND,GRM21BR70J106KE76K,Murata Electronics North America,CAP CER 10UF 6.3V 10% X7R 0805,18698,0,0.61,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,6.3V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-6477-1-ND,GRM21BR71A106KE51K,Murata Electronics North America,CAP CER 10UF 10V 10% X7R 0805,18510,0,0.32,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,10V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-6472-1-ND,GRM21BR61A106KE19K,Murata Electronics North America,CAP CER 10UF 10V 10% X5R 0805,15242,0,0.25,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,10V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-8301-1-ND,GRM219R60J106KE19J,Murata Electronics North America,CAP CER 10UF 6.3V 10% X5R 0805,13889,0,0.27,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,6.3V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-6449-1-ND,GRM219R60J106ME19D,Murata Electronics North America,CAP CER 10UF 6.3V 20% X5R 0805,13271,0,0.23,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,6.3V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10513-1-ND,GRM21BR61D106ME15L,Murata Electronics North America,CAP CER 10UF 20V 20% X5R 0805,8950,0,0.25,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,20V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-8302-1-ND,GRM219R60J106ME19J,Murata Electronics North America,CAP CER 10UF 6.3V 20% X5R 0805,7950,0,0.26,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,6.3V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-6466-1-ND,GRM21BC81A106KE18L,Murata Electronics North America,CAP CER 10UF 10V 10% X6S 0805,5385,0,0.25,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,10V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-8316-1-ND,GRM21BR71A106ME51L,Murata Electronics North America,CAP CER 10UF 10V 20% X7R 0805,4099,0,0.6,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,10V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-8314-1-ND,GRM21BR70J106ME76L,Murata Electronics North America,CAP CER 10UF 6.3V 20% X7R 0805,3400,0,0.61,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,6.3V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-9957-1-ND,GRM21BC81E106KE11L,Murata Electronics North America,CAP CER 10UF 25V 10% X6S 0805,2986,0,0.32,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,25V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.057"" (1.45mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10505-1-ND,GRM21BC8YA106ME11L,Murata Electronics North America,CAP CER 10UF 35V 20% X6S 0805,2946,0,0.34,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,35V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.057"" (1.45mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10500-1-ND,GRM21BC81D106KE51L,Murata Electronics North America,CAP CER 10UF 20V 10% X6S 0805,2820,0,0.25,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,20V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-9953-1-ND,GRM219R61E106MA12D,Murata Electronics North America,CAP CER 10UF 25V 20% X5R 0805,2757,0,0.25,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,25V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10503-1-ND,GRM21BC81E106ME51L,Murata Electronics North America,CAP CER 10UF 25V 20% X6S 0805,2667,0,0.26,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,25V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-9770-1-ND,GRM219R61A106ME47L,Murata Electronics North America,CAP CER 10UF 10V 20% X5R 0805,2649,0,0.42,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,10V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10515-1-ND,GRM21BR6YA106ME43L,Murata Electronics North America,CAP CER 10UF 35V 20% X5R 0805,2393,0,0.34,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,35V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.057"" (1.45mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10499-1-ND,GRM21BC81C106ME15L,Murata Electronics North America,CAP CER 10UF 16V 20% X6S 0805,2384,0,0.21,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,16V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-3347-1-ND,GRM21BF51C106ZE15L,Murata Electronics North America,CAP CER 10UF 16V Y5V 0805,2126,0,0.31,0,1,Cut Tape (CT),GRM,10ÂuF,"-20%, +80%",16V,Y5V (F),"Surface Mount, MLCC",-30Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10517-1-ND,GRM21BR71A106MA73L,Murata Electronics North America,CAP CER 10UF 10V 20% X7R 0805,2038,0,0.19,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,10V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10502-1-ND,GRM21BC81E106KE51L,Murata Electronics North America,CAP CER 10UF 25V 10% X6S 0805,1830,0,0.26,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,25V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10498-1-ND,GRM21BC81C106KE15L,Murata Electronics North America,CAP CER 10UF 16V 10% X6S 0805,980,0,0.21,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,16V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,1,SPECIAL-ORDER,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10516-1-ND,GRM21BR71A106KA73L,Murata Electronics North America,CAP CER 10UF 10V 10% X7R 0805,0,0,0.19,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,10V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-6465-1-ND,GRM21BC80J106KE19L,Murata Electronics North America,CAP CER 10UF 6.3V 10% X6S 0805,0,0,0.25,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,6.3V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10501-1-ND,GRM21BC81D106ME51L,Murata Electronics North America,CAP CER 10UF 20V 20% X6S 0805,0,0,0.25,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,20V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10512-1-ND,GRM21BR61D106KE15L,Murata Electronics North America,CAP CER 10UF 20V 10% X5R 0805,0,0,0.25,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,20V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.053"" (1.35mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-9958-1-ND,GRM21BC81E106ME11L,Murata Electronics North America,CAP CER 10UF 25V 20% X6S 0805,0,0,0.32,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,25V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.057"" (1.45mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10504-1-ND,GRM21BC8YA106KE11L,Murata Electronics North America,CAP CER 10UF 35V 10% X6S 0805,0,0,0.34,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,35V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.057"" (1.45mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10514-1-ND,GRM21BR6YA106KE43L,Murata Electronics North America,CAP CER 10UF 35V 10% X5R 0805,0,0,0.34,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,35V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.057"" (1.45mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10496-1-ND,GRM21BC71E106KE11L,Murata Electronics North America,CAP CER 10UF 25V 10% X7S 0805,0,0,0.59,0,1,Cut Tape (CT),GRM,10ÂuF,Â±10%,25V,X7S,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.057"" (1.45mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21B%29.jpg,490-10497-1-ND,GRM21BC71E106ME11L,Murata Electronics North America,CAP CER 10UF 25V 20% X7S 0805,0,0,0.59,0,1,Cut Tape (CT),GRM,10ÂuF,Â±20%,25V,X7S,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.057"" (1.45mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21A%29.jpg,490-5530-1-ND,GRM21A5C2E100JW01D,Murata Electronics North America,CAP CER 10PF 250V 5% NP0 0805,19947,0,0.3,0,1,Cut Tape (CT),GRM,10pF,Â±5%,250V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.039"" (1.00mm)",-,-,-,,1,1,STOCK,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1623-1-ND,GRM2165C1H112JA01D,Murata Electronics North America,CAP CER 1100PF 50V 5% NP0 0805,2175,0,0.18,0,1,Cut Tape (CT),GRM,1100pF,Â±5%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1600-1-ND,GRM2165C2A111JA01D,Murata Electronics North America,CAP CER 110PF 100V 5% NP0 0805,13340,0,0.17,0,1,Cut Tape (CT),GRM,110pF,Â±5%,100V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-6442-1-ND,GRM2165C1H122JA01D,Murata Electronics North America,CAP CER 1200PF 50V 5% NP0 0805,4317,0,0.18,0,1,Cut Tape (CT),GRM,1200pF,Â±5%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM9%29.jpg,490-3313-1-ND,GRM2195C2A122JA01D,Murata Electronics North America,CAP CER 1200PF 100V 5% NP0 0805,15984,0,0.2,0,1,Cut Tape (CT),GRM,1200pF,Â±5%,100V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.95mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-6446-1-ND,GRM2165C2A122JA01D,Murata Electronics North America,CAP CER 1200PF 100V 5% NP0 0805,3830,0,0.2,0,1,Cut Tape (CT),GRM,1200pF,Â±5%,100V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-1601-1-ND,GRM2165C2A121JA01D,Murata Electronics North America,CAP CER 120PF 100V 5% NP0 0805,18716,0,0.17,0,1,Cut Tape (CT),GRM,120pF,Â±5%,100V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GRM21A%29.jpg,490-6457-1-ND,GRM21A7U2E121JW31D,Murata Electronics North America,CAP CER 120PF 250V 5% U2J 0805,32428,0,0.27,0,1,Cut Tape (CT),GRM,120pF,Â±5%,250V,U2J,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.039"" (1.00mm)",-,-,-,,,,,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/Renders/Murata%20Renders/0805%28GxM6%29.jpg,490-9737-1-ND,GRM2165C1H121JA01D,Murata Electronics North America,CAP CER 120PF 50V 5% NP0 0805,7676,0,0.15,0,1,Cut Tape (CT),GRM,120pF,Â±5%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.028"" (0.70mm)",-,-,-,1,,,,,
